"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-03-16,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-17,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-18,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-19,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-20,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-21,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-22,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-23,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-24,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-25,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-26,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-27,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-28,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-29,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-30,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-03-31,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-01,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-02,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-03,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-04,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-05,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-06,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-07,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-08,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-09,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-10,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-11,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-12,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-13,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-14,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-15,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-16,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-17,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-18,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-19,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-20,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-21,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-22,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-23,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-24,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-25,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-26,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-27,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-28,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-29,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-04-30,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-01,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-02,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-03,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-04,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-05,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-06,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-07,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-08,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-09,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-10,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-11,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-12,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-13,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-14,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-15,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-16,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-17,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-18,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-19,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-20,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-21,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-22,NA,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,NA,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-23,6,0,6,6,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,0,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,16.35,NA,NA,16.35,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-24,2,0,2,8,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,0,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,5.45,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-25,7,0,7,15,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,NA,NA,0,NA,TRUE,13.6,8.6,7.6,13.7,15.8,36703,19.07,NA,NA,40.87,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-26,8,0,8,23,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,6,NA,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,21.8,16.35,NA,62.67,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-27,8,0,8,31,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,5.43,NA,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,21.8,14.79,NA,84.46,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-28,7,0,7,38,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,NA,5.29,NA,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,19.07,14.41,NA,103.53,NA,NA,NA,NA,NA,NA,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-29,4,0,4,42,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,42,NA,4.43,5.21,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,10.9,12.07,14.2,114.43,NA,NA,NA,NA,NA,114.43,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-30,2,0,2,44,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,38,NA,4.43,5,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,5.45,12.07,13.62,119.88,NA,NA,NA,NA,NA,103.53,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-05-31,1,0,1,45,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,37,NA,4.14,5.14,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,2.72,11.28,14,122.61,NA,NA,NA,NA,NA,100.81,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-06-01,1,0,1,46,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,31,NA,3.86,5.36,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,2.72,10.52,14.6,125.33,NA,NA,NA,NA,NA,84.46,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-06-02,8,0,8,54,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,31,NA,4.43,5.71,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,21.8,12.07,15.56,147.13,NA,NA,NA,NA,NA,84.46,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-06-03,6,0,6,60,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,29,NA,4.57,6,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,16.35,12.45,16.35,163.47,NA,NA,NA,NA,NA,79.01,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
2020-06-04,5,0,5,65,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27,NA,5,5.79,0,0,TRUE,13.6,8.6,7.6,13.7,15.8,36703,13.62,13.62,15.78,177.1,NA,NA,NA,NA,NA,73.56,NA,1,156,"COVID19Tests","2021-03-23_07-48-19","day","all","UR"
